CHAPTERS BELOW 13 SCREENS
=========================
Computer Science | 100-days-of-code-the-complete-python-pro-bootcamp | 100 Days of Code: The Complete Python Pro Bootcamp | module=1 chapter=1 | Getting Started with Python: Installation and Your First Program | expected=9 stored=9 | course_imported=2026-09-02T11:57:39.241Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=1 chapter=2 | Kotlin Fundamentals - Variables, Data Types, and Operators | expected=8 stored=8 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=1 chapter=3 | Kotlin Fundamentals - Control Flow and Functions | expected=9 stored=9 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=2 chapter=1 | Introduction to Android UI and Layouts | expected=8 stored=8 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=2 chapter=2 | Common UI Widgets and User Input | expected=9 stored=9 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=2 chapter=3 | Adapters, RecyclerView, and Dynamic Lists | expected=9 stored=9 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=3 chapter=1 | Enhancing User Experience with RecyclerView and Adapters | expected=9 stored=9 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=3 chapter=2 | Mastering Android Navigation Components | expected=8 stored=8 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=3 chapter=3 | Local Data Storage with Shared Preferences and Files | expected=8 stored=8 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=3 chapter=4 | Introduction to Room Persistence Library for Structured Data | expected=9 stored=9 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=4 chapter=1 | Working with Network Data (API Integration) | expected=9 stored=9 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=4 chapter=2 | Background Processing with WorkManager | expected=9 stored=9 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=4 chapter=3 | Services and Foreground Services | expected=9 stored=9 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=4 chapter=4 | Concurrency and Coroutines | expected=9 stored=9 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=5 chapter=1 | Introduction to Android App Architecture | expected=9 stored=9 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=5 chapter=2 | Implementing MVVM with Android Architecture Components | expected=9 stored=9 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=5 chapter=3 | Unit Testing in Android | expected=9 stored=9 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=5 chapter=4 | UI Testing with Espresso | expected=9 stored=9 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=5 chapter=5 | Best Practices for Android Development | expected=9 stored=9 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=6 chapter=1 | Introduction to React Native & Setting Up the Environment | expected=8 stored=8 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=6 chapter=2 | Building User Interfaces with React Native Components | expected=8 stored=8 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=6 chapter=3 | State Management & Navigation in React Native | expected=8 stored=8 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=6 chapter=4 | Integrating Native Modules & Device Features | expected=8 stored=8 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-android-developer-professional-certificate | Meta Android Developer Professional Certificate | module=6 chapter=5 | App Deployment for Android (Native & React Native) | expected=8 stored=8 | course_imported=2026-09-06T17:57:20.666Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=1 chapter=1 | Introduction to Python and its Ecosystem | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=1 chapter=2 | Python Data Types and Variables | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=1 chapter=3 | Control Flow and Functions | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=2 chapter=1 | Functional Programming Concepts in Python | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=2 chapter=2 | Exception Handling and Debugging Strategies | expected=8 stored=8 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=2 chapter=3 | Object-Oriented Programming (OOP) in Python | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=3 chapter=1 | Introduction to Relational Databases and SQL Fundamentals | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=3 chapter=2 | Data Manipulation with SQL: INSERT, UPDATE, and DELETE | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=3 chapter=3 | Advanced SQL Queries: Joins, Aggregation, and Grouping | expected=8 stored=8 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=3 chapter=4 | Database Schema Design and Normalization | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=4 chapter=1 | Introduction to Django and Project Setup | expected=8 stored=8 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=4 chapter=2 | Django Models and Database Interaction | expected=8 stored=8 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=4 chapter=3 | Django Views, URLs, and Templates | expected=8 stored=8 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=4 chapter=4 | Forms and User Input in Django | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=5 chapter=1 | Introduction to REST and Django REST Framework (DRF) | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=5 chapter=2 | Serializers: Bridging Django Models and API Data | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=5 chapter=3 | Class-Based Views and ViewSets | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=5 chapter=4 | Authentication, Permissions, and Throttling | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=5 chapter=5 | Filtering, Pagination, and Testing APIs | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=6 chapter=1 | Preparing for Deployment & Static File Management | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=6 chapter=2 | Deploying Django Applications (PaaS/IaaS) | expected=8 stored=8 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=6 chapter=3 | Unit, Integration, and End-to-End Testing in Django | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=6 chapter=4 | Common Security Vulnerabilities & Best Practices | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-back-end-developer-professional-certificate | Meta Back-End Developer Professional Certificate | module=6 chapter=5 | Monitoring, Logging, and Maintenance | expected=9 stored=9 | course_imported=2026-09-06T17:57:25.753Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=1 chapter=1 | How the Web Works: Clients, Servers, and Protocols | expected=8 stored=8 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=1 chapter=2 | Structuring Web Content with HTML | expected=8 stored=8 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=1 chapter=3 | Styling Web Pages with CSS | expected=9 stored=9 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=2 chapter=1 | Variables, Data Types, and Operators | expected=8 stored=8 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=2 chapter=2 | Control Flow: Conditionals and Loops | expected=9 stored=9 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=2 chapter=3 | Functions: Declaration, Expression, and Scope | expected=9 stored=9 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=3 chapter=1 | Advanced CSS Selectors and Properties | expected=9 stored=9 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=3 chapter=2 | Mastering Layout with Flexbox | expected=9 stored=9 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=3 chapter=3 | Crafting Complex Layouts with CSS Grid | expected=9 stored=9 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=3 chapter=4 | Responsive Design Principles and Media Queries | expected=9 stored=9 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=4 chapter=1 | ES6+ Features: The Evolution of JavaScript | expected=9 stored=9 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=4 chapter=2 | JavaScript Module Systems: Organizing Your Code | expected=9 stored=9 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=4 chapter=3 | Asynchronous JavaScript: Promises & Async/Await | expected=9 stored=9 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=4 chapter=4 | Introduction to Front-End Tooling: npm, Babel, and Webpack | expected=9 stored=9 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=5 chapter=1 | Introduction to React and JSX | expected=9 stored=9 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=5 chapter=2 | Components and Props | expected=8 stored=8 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=5 chapter=3 | State and the `useState` Hook | expected=8 stored=8 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=5 chapter=4 | Event Handling and Conditional Rendering | expected=9 stored=9 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=5 chapter=5 | Lifecycle of Functional Components with `useEffect` | expected=8 stored=8 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=6 chapter=1 | React Router for Navigation | expected=8 stored=8 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=6 chapter=2 | Advanced State Management with Context API and Reducers | expected=8 stored=8 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=6 chapter=3 | Interacting with APIs and Data Fetching | expected=8 stored=8 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=6 chapter=4 | Testing React Components | expected=9 stored=9 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-front-end-developer-professional-certificate | Meta Front-End Developer Professional Certificate | module=6 chapter=5 | Building for Production and Deployment | expected=8 stored=8 | course_imported=2026-09-06T17:57:32.476Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=1 chapter=1 | Introduction to HTML: Structuring Web Content | expected=8 stored=8 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=1 chapter=2 | Advanced HTML: Forms, Tables, and Semantic Structure | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=1 chapter=3 | Introduction to CSS: Styling Your Web Pages | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=2 chapter=1 | Introduction to JavaScript and Basic Syntax | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=2 chapter=2 | Control Flow and Functions | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=2 chapter=3 | Working with the DOM and Event Handling | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=3 chapter=1 | Introduction to React and JSX | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=3 chapter=2 | React Components, Props, and State Fundamentals | expected=8 stored=8 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=3 chapter=3 | Lifecycle, Hooks, and Side Effects (useEffect) | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=3 chapter=4 | React Router for Navigation and Forms in React | expected=8 stored=8 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=4 chapter=1 | Introduction to Python for Web Development | expected=8 stored=8 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=4 chapter=2 | Python Data Structures and Control Flow | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=4 chapter=3 | Functions, Modules, and Error Handling in Python | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=4 chapter=4 | Object-Oriented Programming (OOP) in Python | expected=8 stored=8 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=5 chapter=1 | Introduction to Django and Project Setup | expected=8 stored=8 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=5 chapter=2 | Django Models and the ORM | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=5 chapter=3 | Django Views, URLs, and Templates | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=5 chapter=4 | Forms and User Input in Django | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=5 chapter=5 | RESTful APIs with Django REST Framework (DRF) | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=6 chapter=1 | RESTful API Design Principles & Django REST Framework Basics | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=6 chapter=2 | Building REST APIs with Django REST Framework | expected=8 stored=8 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=6 chapter=3 | Consuming APIs from React Applications | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=6 chapter=4 | Cross-Origin Resource Sharing (CORS) & Security Considerations | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-full-stack-developer-front-end-back-end-from-scratch-specialization | Meta Full-Stack Developer: Front-End & Back-End from Scratch Specialization | module=6 chapter=5 | Deployment Strategies for Full-Stack Applications | expected=9 stored=9 | course_imported=2026-09-06T17:57:38.697Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=1 chapter=1 | Setting Up Your React Native Development Environment | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=1 chapter=2 | Introduction to React Native Components & JSX | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=1 chapter=3 | ES6 Refresher: Essential JavaScript for React Native | expected=8 stored=8 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=2 chapter=1 | Introduction to Core Components: View, Text, Image | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=2 chapter=2 | Styling Components with StyleSheet and Inline Styles | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=2 chapter=3 | Layout with Flexbox: Building Responsive UIs | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=3 chapter=1 | Understanding and Managing Component State with `useState` | expected=8 stored=8 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=3 chapter=2 | Prop Drilling vs. Context API for Global State Management | expected=8 stored=8 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=3 chapter=3 | Introduction to React Navigation: Stack Navigator | expected=8 stored=8 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=3 chapter=4 | Exploring Other Navigators: Tab and Drawer Navigators | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=4 chapter=1 | Introduction to Asynchronous JavaScript and Promises | expected=8 stored=8 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=4 chapter=2 | Making HTTP Requests with Fetch API | expected=8 stored=8 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=4 chapter=3 | Advanced Data Fetching with Axios and Error Handling | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=4 chapter=4 | Local Data Storage with AsyncStorage | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=5 chapter=1 | Accessing Device Camera and Gallery | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=5 chapter=2 | Working with Geolocation and Maps | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=5 chapter=3 | Implementing Push Notifications | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=5 chapter=4 | Advanced UI: Animations and Gestures | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=5 chapter=5 | Integrating Native Modules (Bridging) | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=6 chapter=1 | Introduction to Testing in React Native | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=6 chapter=2 | Unit and Integration Testing with Jest & RTL | expected=8 stored=8 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=6 chapter=3 | Debugging React Native Applications | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=6 chapter=4 | Preparing for Deployment: Build Configuration | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-react-native-specialization | Meta React Native Specialization | module=6 chapter=5 | Deploying to App Stores (Google Play & Apple App Store) | expected=9 stored=9 | course_imported=2026-09-09T11:14:44.515Z
Computer Science | meta-ios-developer-professional-certificate | Meta iOS Developer Professional Certificate | module=1 chapter=1 | Introduction to Swift and Xcode | expected=8 stored=8 | course_imported=2026-09-06T17:57:44.278Z
Computer Science | meta-ios-developer-professional-certificate | Meta iOS Developer Professional Certificate | module=1 chapter=2 | Variables, Constants, and Data Types | expected=8 stored=8 | course_imported=2026-09-06T17:57:44.278Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=1 chapter=1 | What is Artificial Intelligence? | expected=11 stored=11 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=1 chapter=3 | Introduction to Deep Learning and Neural Networks | expected=12 stored=12 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=2 chapter=1 | Introduction to Machine Learning: Concepts and Types | expected=11 stored=11 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=2 chapter=2 | Supervised Learning: Regression and Classification | expected=12 stored=12 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=2 chapter=3 | Unsupervised Learning: Clustering and Anomaly Detection | expected=11 stored=11 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=3 chapter=1 | Introduction to Computer Vision and Azure Vision Services | expected=11 stored=11 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=3 chapter=2 | Image Analysis with Azure Computer Vision | expected=11 stored=11 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=3 chapter=3 | Custom Image Classification and Object Detection with Azure Custom Vision | expected=11 stored=11 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=3 chapter=4 | Facial Recognition and Analysis with Azure Face Service | expected=11 stored=11 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=4 chapter=1 | Introduction to Natural Language Processing Fundamentals | expected=11 stored=11 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=4 chapter=2 | Language Understanding and Intent Recognition with Azure AI | expected=11 stored=11 | course_imported=2026-09-14T08:00:27.753Z
